"“ROC 13,26,52 above 0, MK 300, VOL 1M”"
QUBT
KULR
PDYN
RGTI
RCAT
QBTS
SOUN
APP
DXYZ
LUNR
POET
CADL
LAES
SMR
REAL
DEFTF
INOD
RKLB
PLTR
MSTR
EOSE
ARQT
FMCC
ELTP
FMCKJ
EBS
FNMAS
CVNA
SUPV
GGAL
CMRX
VST
RDDT
CRDO
FNMA
CLOV
IONQ
TLN
LX
FTAI
CLS
EAT
RSI
HYLN
TRVI
SERV
RUM
HOOD
GEV
SMTC
KC
NVDA
HIMS
BFLY
SFM
QURE
SE
GDS
ALAB
SLQT
NTRA
GEO
CORZ
CLBT
WWW
YPF
PCT
QFIN
ASPI
WVE
SPOT
VRT
UAL
LMND
AHR
CNK
AMSC
COHR
HNST
SRRK
TEVA
AS
AIOT
AVGO
TRGP
CRK
CTV
DESP
PRMB
HWM
ERJ
ONON
OKLO
AVPT
DJT
TCOM
JEF
TOST
NVCR
PAYO
TSM
DOCS
CIEN
RYCEY
BBAI
HBI
ANET
TVTX
GDDY
TDS
WSM
LC
CNX
NFLX
DECK
GLNG
CDMO
MRVL
WULF
NWG
RCL
TPR
KKR
APO
CART
VIRT
GME
GEVO
WRBY
MNKD
TGTX
AAOI
FLEX
HEPS
WMT
RBRK
NAK
SYF
SGMO
MGNI
VIK
MIR
MTTR
DASH
BCS
VNET
MLI
PBI
FOX
BTDR
KD
KODK
BROS
MDU
META
FOXA
BLND
ALK
PL
VMEO
TSLA
UNM
TTD
PRCH
AROC
FTNT
ACHR
LITE
AXP
YMM
BSX
OWL
VNOM
ATAT
DKS
KMI
GLW
MWA
VSCO
ISRG
WMB
FI
DFS
OUST
AR
GTES
SOFI
HSAI
URBN
SMFG
ETR
NOW
DOCU
CXW
WAB
DAL
USFD
FLUT
GS
MVST
IP
KVYO
ARES
XPO
FWONK
BK
GM
WT
BE
OLLI
K
VNO
FTI
XERS
TPG
GBTG
BN
AMZN
PLYA
SLM
GRAB
AKBA
BTSG
WFC
OKE
UPST
ET
PTON
MFG
JPM
FHN
HCP
EQH
FOUR
CBRE
ACVA
EXEL
APH
AKR
TWLO
FLS
JBLU
MFC
LBTYA
TMUS
CHWY
COST
NI
RJF
PNR
LYV
ETN
ALL
CRBG
JCI
AUR
C
T
MUFG
GENI
GOOGL
CWAN
GOOG
HLT
PYPL
SNV
MTB
COF
GLBE
BAM
CAKE
KR
LBTYK
SHOP
CRH
PLNT
COIN
MS
CCL
IBM
CUK
BJ
NDAQ
TRMB
HIMX
CM
EDR
MPLX
AESI
DLR
OLO
CFG
SUM
NOK
TRP
BX
MO
QSI
BAC
AAPL
TJX
KTOS
NTNX
SLDP
AER
GFL
SW
JWN
ERIC
NET
EXE
EMR
HBAN
PM
NCLH
Z
ONB
ALHC
FREY
HUT
WIT
TRV
CRM
STT
ULCC
CNM
MAC
ADP
ZWS
LNG
AAL
DB
DEI
RBLX
FLR
ATSG
IBN
CUZ
PNC
MAR
AZEK
WRB
HPE
SSNC
G
AEE
MET
MA
BCRX
REZI
DIS
PANW
ORI
TALK
CG
ROIC
FITB
HSBC
ZION
ADSK
V
EXPE
AFRM
RF
NTRS
BKR
SYK
TGNA
CLM
JOBY
EPD
GEN
SPG
CCJ
EQT
OGE
KEY
MNSO
NBIS
EVRG
PAYX
CAH
GLUE
SRE
CPRT
BRX
TFC
ENB
RRC
CSCO
SFIX
DDOG
LNC
RELY
AI
FULT
BIRK
SMAR
VTRS
LUV
NNOX
KT
CADE
UGI
ADPT
TTWO
DRI
GILD
JBL
NWL
GAP
BANC
VFC
EVGO
PUMP
HAYW
SONY
ZM
TPX
PCG
AVXL
CNP
FAST
GSAT
ASB
BNS
BMY
GH
INCY
USB
CRGY
CME
COR
CMA
ROST
UPWK
XEL
AME
ARCC
ZK
RLX
CNDT
SHO
REG
SQ
VEEV
PDCO
SES
SKX
HON
FSK
PCOR
DAY
TS
WBS
KIM
EA
BB
FNB
KMX
PCAR
DE
ASAN
DNB
OMF
UEC
GNW
BERY
ROIV
ALKS
ZUO
BILL
CCCS
RNG
BDN
DBX
CTSH
TEAM
KEYS
QGEN
VIAV
COLB
KRC
